id	teruletid	novenyid	ev	termes
11288	491	7	2017	9
11289	491	8	2018	7
11290	491	12	2019	4
11291	491	4	2020	2
11292	491	11	2021	2
11293	491	11	2022	3
11294	492	4	2000	1
11295	492	4	2001	1
11296	492	5	2002	7
11297	492	9	2003	11
11298	492	6	2004	12
11299	492	11	2005	15
11300	492	10	2006	12
11301	492	8	2007	4
11302	492	6	2008	10
11303	492	12	2009	10
11304	492	3	2010	4
11305	492	5	2011	8
11306	492	10	2012	3
11307	492	5	2013	4
11308	492	13	2014	3
11309	492	3	2015	0
11310	492	2	2016	3
11311	492	12	2017	3
11312	492	3	2018	7
11313	492	5	2019	11
11314	492	11	2020	11
11315	492	7	2021	4
11316	492	2	2022	7
11317	493	11	2000	14
11318	493	4	2001	3
11319	493	2	2002	3
11320	493	7	2003	3
11321	493	9	2004	9
11322	493	5	2005	4
11323	493	6	2006	5
11324	493	7	2007	4
11325	493	5	2008	12
11326	493	7	2009	9
11327	493	4	2010	1
11328	493	3	2011	7
11329	493	13	2012	2
11330	493	4	2013	1
11331	493	4	2014	5
11332	493	3	2015	5
11333	493	2	2016	12
11334	493	8	2017	3
11335	493	7	2018	12
11336	493	11	2019	5
11337	493	6	2020	14
11338	493	1	2021	1
11339	493	2	2022	1
11340	494	11	2000	4
11341	494	2	2001	1
11342	494	6	2002	1
11343	494	11	2003	1
11344	494	11	2004	1
11345	494	7	2005	3
11346	494	13	2006	1
11347	494	7	2007	14
11348	494	10	2008	5
11349	494	8	2009	8
11350	494	5	2010	15
11351	494	9	2011	1
11352	494	12	2012	6
11353	494	7	2013	10
11354	494	13	2014	7
11355	494	12	2015	6
11356	494	12	2016	9
11357	494	2	2017	1
11358	494	12	2018	10
11359	494	13	2019	7
11360	494	4	2020	3
11361	494	4	2021	1
11362	494	7	2022	3
11363	495	5	2000	6
11364	495	5	2001	14
11365	495	9	2002	1
11366	495	6	2003	1
11367	495	3	2004	9
11368	495	6	2005	4
11369	495	8	2006	8
11370	495	2	2007	5
11371	495	9	2008	13
11372	495	2	2009	3
11373	495	4	2010	7
11374	495	2	2011	10
11375	495	12	2012	1
11376	495	8	2013	14
11377	495	8	2014	12
11378	495	9	2015	8
11379	495	5	2016	12
11380	495	5	2017	9
11381	495	4	2018	0
11382	495	5	2019	0
11383	495	4	2020	13
11384	495	2	2021	15
11385	495	8	2022	7
11386	496	9	2000	8
11387	496	11	2001	8
11388	496	9	2002	2
11389	496	9	2003	2
11390	496	13	2004	10
11391	496	13	2005	4
11392	496	7	2006	1
11393	496	12	2007	8
11394	496	13	2008	13
11395	496	3	2009	10
11396	496	3	2010	11
11397	496	2	2011	12
11398	496	10	2012	14
11399	496	6	2013	14
11400	496	11	2014	2
11401	496	4	2015	15
11402	496	3	2016	2
11403	496	1	2017	3
11404	496	3	2018	6
11405	496	10	2019	7
11406	496	7	2020	12
11407	496	12	2021	1
11408	496	10	2022	4
11409	497	2	2000	10
11410	497	9	2001	7
11411	497	13	2002	5
11412	497	2	2003	8
11413	497	7	2004	2
11414	497	5	2005	7
11415	497	12	2006	14
11416	497	8	2007	2
11417	497	4	2008	8
11418	497	7	2009	12
11419	497	4	2010	11
11420	497	2	2011	1
11421	497	12	2012	1
11422	497	9	2013	15
11423	497	8	2014	14
11424	497	3	2015	4
11425	497	7	2016	0
11426	497	11	2017	12
11427	497	2	2018	9
11428	497	8	2019	9
11429	497	13	2020	10
11430	497	13	2021	14
11431	497	5	2022	15
11432	498	2	2000	1
11433	498	13	2001	1
11434	498	10	2002	15
11435	498	1	2003	9
11436	498	13	2004	13
11437	498	8	2005	6
11438	498	8	2006	10
11439	498	1	2007	1
11440	498	10	2008	10
11441	498	8	2009	8
11442	498	5	2010	12
11443	498	8	2011	12
11444	498	13	2012	11
11445	498	3	2013	0
11446	498	2	2014	2
11447	498	13	2015	12
11448	498	9	2016	15
11449	498	10	2017	10
11450	498	10	2018	6
11451	498	2	2019	0
11452	498	11	2020	4
11453	498	5	2021	12
11454	498	6	2022	3
11455	499	6	2000	10
11456	499	13	2001	2
11457	499	12	2002	0
11458	499	2	2003	0
11459	499	11	2004	8
11460	499	11	2005	9
11461	499	12	2006	9
11462	499	2	2007	0
11463	499	12	2008	14
11464	499	2	2009	14
11465	499	8	2010	7
11466	499	10	2011	15
11467	499	5	2012	0
11468	499	1	2013	14
11469	499	3	2014	4
11470	499	5	2015	15
11471	499	3	2016	15
11472	499	11	2017	12
11473	499	8	2018	12
11474	499	13	2019	10
11475	499	9	2020	11
11476	499	7	2021	10
11477	499	11	2022	12
11478	500	10	2000	13
11479	500	11	2001	15
11480	500	11	2002	13
11481	500	5	2003	2
11482	500	6	2004	4
11483	500	5	2005	8
11484	500	10	2006	8
11485	500	6	2007	2
11486	500	12	2008	0
11487	500	1	2009	15
11488	500	1	2010	14
11489	500	13	2011	6
11490	500	13	2012	14
11491	500	13	2013	7
11492	500	9	2014	15
11493	500	8	2015	8
11494	500	1	2016	4
11495	500	12	2017	8
11496	500	4	2018	15
11497	500	7	2019	1
11498	500	4	2020	8
11499	500	2	2021	4
11500	500	11	2022	11
11501	501	11	2000	3
11502	501	7	2001	10
11503	501	3	2002	15
11504	501	4	2003	12
11505	501	12	2004	12
11506	501	11	2005	2
11507	501	8	2006	1
11508	501	7	2007	14
11509	501	7	2008	0
11510	501	11	2009	1
11511	501	9	2010	5
11512	501	10	2011	1
11513	501	9	2012	11
11514	501	8	2013	0
11515	501	2	2014	0
11516	501	7	2015	14
11517	501	2	2016	0
11518	501	4	2017	13
11519	501	4	2018	4
11520	501	13	2019	14
11521	501	7	2020	9
11522	501	12	2021	10
11523	501	12	2022	8
11524	502	7	2000	8
11525	502	11	2001	7
11526	502	11	2002	15
11527	502	13	2003	8
11528	502	13	2004	8
11529	502	13	2005	2
11530	502	2	2006	4
11531	502	7	2007	10
11532	502	6	2008	4
11533	502	4	2009	10
11534	502	10	2010	5
11535	502	1	2011	1
11536	502	2	2012	12
11537	502	4	2013	2
11538	502	7	2014	13
11539	502	7	2015	4
11540	502	10	2016	14
11541	502	13	2017	1
11542	502	1	2018	9
11543	502	9	2019	13
11544	502	9	2020	0
11545	502	3	2021	8
11546	502	5	2022	14
11547	503	7	2000	3
11548	503	13	2001	6
11549	503	8	2002	1
11550	503	12	2003	9
11551	503	8	2004	2
11552	503	7	2005	11
11553	503	3	2006	2
11554	503	11	2007	11
11555	503	9	2008	15
11556	503	5	2009	9
11557	503	13	2010	12
11558	503	7	2011	7
11559	503	12	2012	6
11560	503	8	2013	14
11561	503	12	2014	7
11562	503	13	2015	0
11563	503	10	2016	5
11564	503	5	2017	11
11565	503	10	2018	9
11566	503	1	2019	15
11567	503	5	2020	13
11568	503	9	2021	13
11569	503	7	2022	12
11570	504	2	2000	14
11571	504	11	2001	14
11572	504	10	2002	0
11573	504	11	2003	7
11574	504	9	2004	4
11575	504	8	2005	10
11576	504	3	2006	15
11577	504	4	2007	13
11578	504	5	2008	9
11579	504	12	2009	3
11580	504	7	2010	7
11581	504	7	2011	3
11582	504	11	2012	7
11583	504	12	2013	6
11584	504	11	2014	7
11585	504	2	2015	3
11586	504	1	2016	8
11587	504	3	2017	6
11588	504	13	2018	11
11589	504	6	2019	14
11590	504	7	2020	3
11591	504	13	2021	15
11592	504	5	2022	2
11593	505	4	2000	7
11594	505	7	2001	6
11595	505	11	2002	7
11596	505	8	2003	5
11597	505	10	2004	15
11598	505	8	2005	3
11599	505	2	2006	10
11600	505	8	2007	11
11601	505	5	2008	9
11602	505	13	2009	13
11603	505	4	2010	10
11604	505	8	2011	15
11605	505	7	2012	13
11606	505	7	2013	9
11607	505	13	2014	0
11608	505	4	2015	12
11609	505	13	2016	15
11610	505	2	2017	5
11611	505	13	2018	1
11612	505	7	2019	5
11613	505	5	2020	11
11614	505	4	2021	0
11615	505	6	2022	2
11616	506	9	2000	5
11617	506	9	2001	0
11618	506	9	2002	5
11619	506	10	2003	0
11620	506	9	2004	7
11621	506	8	2005	9
11622	506	8	2006	7
11623	506	13	2007	2
11624	506	4	2008	0
11625	506	3	2009	11
11626	506	11	2010	7
11627	506	8	2011	8
11628	506	5	2012	9
11629	506	8	2013	4
11630	506	10	2014	12
11631	506	4	2015	3
11632	506	5	2016	0
11633	506	2	2017	11
11634	506	8	2018	10
11635	506	2	2019	12
11636	506	12	2020	15
11637	506	1	2021	5
11638	506	9	2022	1
11639	507	4	2000	8
11640	507	12	2001	7
11641	507	13	2002	12
11642	507	4	2003	8
11643	507	3	2004	5
11644	507	2	2005	3
11645	507	12	2006	11
11646	507	5	2007	13
11647	507	6	2008	11
11648	507	11	2009	0
11649	507	13	2010	0
11650	507	13	2011	3
11651	507	10	2012	14
11652	507	7	2013	0
11653	507	3	2014	6
11654	507	12	2015	12
11655	507	13	2016	5
11656	507	8	2017	2
11657	507	8	2018	3
11658	507	10	2019	6
11659	507	6	2020	15
11660	507	6	2021	10
11661	507	5	2022	2
11662	508	12	2000	8
11663	508	6	2001	2
11664	508	2	2002	2
11665	508	5	2003	2
11666	508	4	2004	14
11667	508	10	2005	11
11668	508	7	2006	11
11669	508	11	2007	2
11670	508	9	2008	2
11671	508	4	2009	13
11672	508	6	2010	6
11673	508	7	2011	4
11674	508	13	2012	4
11675	508	4	2013	14
11676	508	2	2014	8
11677	508	13	2015	2
11678	508	12	2016	2
11679	508	6	2017	7
11680	508	6	2018	9
11681	508	6	2019	13
11682	508	12	2020	7
11683	508	6	2021	3
11684	508	5	2022	0
11685	509	13	2000	4
11686	509	7	2001	10
11687	509	9	2002	2
11688	509	1	2003	5
11689	509	12	2004	14
11690	509	7	2005	6
11691	509	3	2006	15
11692	509	3	2007	2
11693	509	1	2008	5
11694	509	5	2009	6
11695	509	11	2010	6
11696	509	8	2011	6
11697	509	10	2012	3
11698	509	5	2013	9
11699	509	7	2014	14
11700	509	6	2015	1
11701	509	1	2016	3
11702	509	7	2017	15
11703	509	9	2018	8
11704	509	12	2019	6
11705	509	12	2020	12
11706	509	12	2021	15
11707	509	7	2022	3
11708	510	7	2000	2
11709	510	1	2001	8
11710	510	10	2002	12
11711	510	7	2003	3
11712	510	11	2004	13
11713	510	3	2005	4
11714	510	9	2006	9
11715	510	6	2007	14
11716	510	4	2008	12
11717	510	5	2009	13
11718	510	12	2010	15
11719	510	8	2011	4
11720	510	4	2012	6
11721	510	11	2013	15
11722	510	1	2014	10
11723	510	3	2015	10
11724	510	10	2016	1
11725	510	7	2017	15
11726	510	2	2018	13
11727	510	13	2019	11
11728	510	13	2020	7
11729	510	11	2021	12
11730	510	10	2022	7
11731	511	2	2000	2
11732	511	8	2001	8
11733	511	2	2002	8
11734	511	9	2003	10
11735	511	1	2004	7
11736	511	11	2005	12
11737	511	5	2006	5
11738	511	5	2007	5
11739	511	10	2008	2
11740	511	8	2009	9
11741	511	12	2010	0
11742	511	8	2011	12
11743	511	5	2012	3
11744	511	7	2013	13
11745	511	6	2014	9
11746	511	5	2015	3
11747	511	3	2016	9
11748	511	9	2017	3
11749	511	8	2018	0
11750	511	13	2019	7
11751	511	3	2020	1
11752	511	5	2021	8
11753	511	1	2022	4
11754	512	4	2000	9
11755	512	12	2001	14
11756	512	7	2002	0
11757	512	13	2003	10
11758	512	9	2004	7
11759	512	13	2005	12
11760	512	12	2006	4
11761	512	9	2007	12
11762	512	11	2008	7
11763	512	9	2009	13
11764	512	8	2010	4
11765	512	11	2011	9
11766	512	9	2012	11
11767	512	5	2013	5
11768	512	6	2014	3
11769	512	11	2015	12
11770	512	1	2016	3
11771	512	1	2017	2
11772	512	10	2018	14
11773	512	8	2019	1
11774	512	3	2020	6
11775	512	12	2021	9
11776	512	8	2022	9
11777	513	9	2000	1
11778	513	3	2001	11
11779	513	6	2002	11
11780	513	13	2003	6
11781	513	10	2004	1
11782	513	4	2005	15
11783	513	13	2006	14
11784	513	10	2007	13
11785	513	6	2008	2
11786	513	6	2009	11
11787	513	9	2010	12
11788	513	8	2011	4
11789	513	5	2012	6
11790	513	8	2013	0
11791	513	6	2014	9
11792	513	4	2015	7
11793	513	4	2016	14
11794	513	8	2017	6
11795	513	6	2018	2
11796	513	6	2019	11
11797	513	9	2020	2
11798	513	8	2021	10
11799	513	3	2022	10
11800	514	7	2000	2
11801	514	11	2001	1
11802	514	3	2002	4
11803	514	1	2003	7
11804	514	1	2004	0
11805	514	1	2005	14
11806	514	6	2006	3
11807	514	4	2007	8
11808	514	11	2008	12
11809	514	2	2009	12
11810	514	8	2010	1
11811	514	5	2011	15
11812	514	13	2012	5
11813	514	6	2013	2
11814	514	9	2014	4
11815	514	9	2015	3
11816	514	1	2016	13
11817	514	6	2017	11
11818	514	1	2018	12
11819	514	3	2019	11
11820	514	4	2020	0
11821	514	8	2021	7
11822	514	7	2022	0
11823	515	9	2000	0
11824	515	1	2001	5
11825	515	9	2002	13
11826	515	3	2003	12
11827	515	2	2004	14
11828	515	1	2005	15
11829	515	10	2006	3
11830	515	13	2007	4
11831	515	4	2008	5
11832	515	13	2009	7
11833	515	5	2010	13
11834	515	7	2011	3
11835	515	8	2012	11
11836	515	9	2013	7
11837	515	2	2014	15
11838	515	12	2015	9
11839	515	9	2016	4
11840	515	5	2017	10
11841	515	12	2018	12
11842	515	11	2019	6
11843	515	6	2020	6
11844	515	3	2021	10
11845	515	1	2022	6
11846	516	9	2000	4
11847	516	13	2001	10
11848	516	3	2002	0
11849	516	7	2003	7
11850	516	1	2004	8
11851	516	3	2005	7
11852	516	4	2006	12
11853	516	8	2007	13
11854	516	1	2008	15
11855	516	8	2009	13
11856	516	10	2010	1
11857	516	11	2011	8
11858	516	11	2012	12
11859	516	5	2013	0
11860	516	2	2014	8
11861	516	6	2015	12
11862	516	7	2016	4
11863	516	6	2017	9
11864	516	11	2018	12
11865	516	12	2019	9
11866	516	1	2020	6
11867	516	1	2021	8
11868	516	2	2022	4
11869	517	13	2000	2
11870	517	1	2001	9
11871	517	12	2002	2
11872	517	13	2003	12
11873	517	13	2004	9
11874	517	4	2005	13
11875	517	2	2006	13
11876	517	3	2007	7
11877	517	1	2008	7
11878	517	1	2009	3
11879	517	3	2010	15
11880	517	3	2011	11
11881	517	13	2012	6
11882	517	5	2013	5
11883	517	7	2014	9
11884	517	10	2015	0
11885	517	10	2016	9
11886	517	2	2017	5
11887	517	12	2018	15
11888	517	4	2019	9
11889	517	10	2020	0
11890	517	3	2021	2
11891	517	4	2022	6
11892	518	8	2000	15
11893	518	2	2001	4
11894	518	11	2002	6
11895	518	8	2003	2
11896	518	3	2004	8
11897	518	11	2005	15
11898	518	5	2006	8
11899	518	10	2007	12
11900	518	2	2008	12
11901	518	2	2009	5
11902	518	6	2010	13
11903	518	5	2011	9
11904	518	10	2012	9
11905	518	6	2013	13
11906	518	12	2014	15
11907	518	11	2015	2
11908	518	1	2016	0
11909	518	12	2017	0
11910	518	12	2018	1
11911	518	4	2019	9
11912	518	8	2020	15
11913	518	9	2021	13
11914	518	10	2022	6
11915	519	8	2000	4
11916	519	1	2001	3
11917	519	5	2002	1
11918	519	3	2003	6
11919	519	4	2004	10
11920	519	12	2005	12
11921	519	9	2006	3
11922	519	2	2007	15
11923	519	10	2008	0
11924	519	4	2009	15
11925	519	12	2010	5
11926	519	4	2011	5
11927	519	9	2012	3
11928	519	2	2013	9
11929	519	10	2014	0
11930	519	4	2015	5
11931	519	7	2016	1
11932	519	5	2017	8
11933	519	9	2018	11
11934	519	4	2019	12
11935	519	10	2020	5
11936	519	10	2021	0
11937	519	7	2022	14
11938	520	8	2000	0
11939	520	12	2001	5
11940	520	3	2002	15
11941	520	11	2003	9
11942	520	3	2004	0
11943	520	2	2005	13
11944	520	12	2006	0
11945	520	2	2007	4
11946	520	3	2008	2
11947	520	8	2009	1
11948	520	6	2010	12
11949	520	8	2011	12
11950	520	7	2012	7
11951	520	5	2013	0
11952	520	5	2014	4
11953	520	5	2015	9
11954	520	4	2016	8
11955	520	13	2017	13
11956	520	10	2018	4
11957	520	10	2019	12
11958	520	3	2020	14
11959	520	11	2021	4
11960	520	12	2022	14
11961	521	3	2000	13
11962	521	13	2001	15
11963	521	5	2002	14
11964	521	6	2003	0
11965	521	9	2004	15
11966	521	3	2005	12
11967	521	3	2006	1
11968	521	8	2007	7
11969	521	3	2008	11
11970	521	13	2009	4
11971	521	11	2010	8
11972	521	10	2011	9
11973	521	9	2012	6
11974	521	4	2013	13
11975	521	10	2014	7
11976	521	3	2015	1
11977	521	3	2016	9
11978	521	12	2017	11
11979	521	7	2018	11
11980	521	7	2019	15
11981	521	7	2020	9
11982	521	2	2021	8
11983	521	5	2022	4
11984	522	10	2000	8
11985	522	11	2001	9
11986	522	8	2002	10
11987	522	10	2003	12
11988	522	8	2004	4
11989	522	2	2005	13
11990	522	2	2006	8
11991	522	8	2007	11
11992	522	8	2008	4
11993	522	5	2009	10
11994	522	7	2010	13
11995	522	8	2011	0
11996	522	5	2012	9
11997	522	6	2013	0
11998	522	9	2014	6
11999	522	1	2015	8
12000	522	11	2016	5
12001	522	6	2017	3
12002	522	4	2018	0
12003	522	12	2019	14
12004	522	12	2020	3
12005	522	5	2021	15
12006	522	4	2022	2
12007	523	8	2000	14
12008	523	10	2001	15
12009	523	4	2002	9
12010	523	4	2003	1
12011	523	3	2004	6
12012	523	10	2005	9
12013	523	6	2006	2
12014	523	8	2007	8
12015	523	1	2008	12
12016	523	12	2009	3
12017	523	8	2010	5
12018	523	8	2011	10
12019	523	10	2012	3
12020	523	6	2013	4
12021	523	3	2014	12
12022	523	12	2015	12
12023	523	6	2016	2
12024	523	3	2017	9
12025	523	4	2018	5
12026	523	1	2019	5
12027	523	9	2020	6
12028	523	2	2021	13
12029	523	8	2022	4
12030	524	12	2000	10
12031	524	1	2001	11
12032	524	1	2002	15
12033	524	5	2003	13
12034	524	6	2004	10
12035	524	3	2005	12
12036	524	8	2006	6
12037	524	6	2007	12
12038	524	9	2008	0
12039	524	12	2009	6
12040	524	13	2010	4
12041	524	13	2011	2
12042	524	13	2012	10
12043	524	12	2013	11
12044	524	10	2014	3
12045	524	10	2015	3
12046	524	11	2016	11
12047	524	12	2017	14
12048	524	13	2018	4
12049	524	9	2019	15
12050	524	11	2020	14
12051	524	13	2021	11
12052	524	8	2022	4
12053	525	11	2000	5
12054	525	6	2001	4
12055	525	11	2002	12
12056	525	4	2003	3
12057	525	13	2004	7
12058	525	10	2005	6
12059	525	10	2006	7
12060	525	3	2007	8
12061	525	7	2008	12
12062	525	7	2009	13
12063	525	6	2010	4
12064	525	11	2011	15
12065	525	10	2012	7
12066	525	11	2013	4
12067	525	5	2014	9
12068	525	7	2015	14
12069	525	10	2016	6
12070	525	10	2017	1
12071	525	12	2018	15
12072	525	4	2019	13
12073	525	6	2020	5
12074	525	5	2021	5
12075	525	12	2022	7
12076	526	1	2000	10
12077	526	10	2001	10
12078	526	1	2002	9
12079	526	9	2003	8
12080	526	4	2004	13
12081	526	2	2005	7
12082	526	4	2006	8
12083	526	13	2007	2
12084	526	3	2008	12
12085	526	8	2009	5
12086	526	8	2010	14
12087	526	7	2011	6
12088	526	11	2012	7
12089	526	2	2013	1
12090	526	6	2014	14
12091	526	8	2015	2
12092	526	2	2016	6
12093	526	12	2017	15
12094	526	10	2018	5
12095	526	9	2019	0
12096	526	6	2020	8
12097	526	2	2021	2
12098	526	4	2022	11
12099	527	9	2000	3
12100	527	9	2001	8
12101	527	13	2002	0
12102	527	12	2003	11
12103	527	3	2004	6
12104	527	11	2005	9
12105	527	1	2006	2
12106	527	8	2007	12
12107	527	4	2008	6
12108	527	8	2009	13
12109	527	6	2010	8
12110	527	10	2011	14
12111	527	10	2012	15
12112	527	12	2013	9
12113	527	5	2014	11
12114	527	1	2015	5
12115	527	8	2016	11
12116	527	5	2017	12
12117	527	4	2018	4
12118	527	7	2019	0
12119	527	9	2020	8
12120	527	8	2021	11
12121	527	9	2022	14
12122	528	9	2000	15
12123	528	3	2001	7
12124	528	4	2002	10
12125	528	2	2003	6
12126	528	7	2004	0
12127	528	2	2005	9
12128	528	3	2006	14
12129	528	2	2007	1
12130	528	11	2008	11
12131	528	10	2009	3
12132	528	5	2010	3
12133	528	5	2011	7
12134	528	9	2012	8
12135	528	3	2013	10
12136	528	1	2014	1
12137	528	5	2015	2
12138	528	6	2016	0
12139	528	11	2017	10
12140	528	2	2018	10
12141	528	8	2019	7
12142	528	4	2020	9
12143	528	11	2021	11
12144	528	10	2022	1
12145	529	9	2000	15
12146	529	10	2001	4
12147	529	9	2002	3
12148	529	9	2003	8
12149	529	5	2004	4
12150	529	2	2005	5
12151	529	1	2006	1
12152	529	6	2007	10
12153	529	8	2008	8
12154	529	10	2009	1
12155	529	3	2010	14
12156	529	9	2011	11
12157	529	5	2012	1
12158	529	10	2013	14
12159	529	5	2014	12
12160	529	11	2015	10
12161	529	5	2016	0
12162	529	10	2017	12
12163	529	1	2018	7
12164	529	5	2019	6
12165	529	13	2020	1
12166	529	10	2021	10
12167	529	6	2022	11
12168	530	5	2000	5
12169	530	12	2001	15
12170	530	8	2002	4
12171	530	2	2003	6
12172	530	2	2004	11
12173	530	11	2005	2
12174	530	11	2006	6
12175	530	1	2007	15
12176	530	13	2008	8
12177	530	5	2009	12
12178	530	11	2010	6
12179	530	12	2011	0
12180	530	1	2012	1
12181	530	2	2013	6
12182	530	7	2014	15
12183	530	3	2015	2
12184	530	11	2016	13
12185	530	10	2017	4
12186	530	1	2018	1
12187	530	4	2019	8
12188	530	4	2020	11
12189	530	4	2021	10
12190	530	2	2022	11
12191	531	3	2000	12
12192	531	11	2001	10
12193	531	6	2002	5
12194	531	10	2003	3
12195	531	10	2004	10
12196	531	10	2005	1
12197	531	11	2006	2
12198	531	3	2007	1
12199	531	8	2008	2
12200	531	2	2009	0
12201	531	12	2010	15
12202	531	7	2011	7
12203	531	9	2012	6
12204	531	6	2013	9
12205	531	1	2014	0
12206	531	13	2015	8
12207	531	4	2016	13
12208	531	1	2017	5
12209	531	4	2018	15
12210	531	8	2019	0
12211	531	3	2020	12
12212	531	6	2021	0
12213	531	6	2022	15
12214	532	9	2000	3
12215	532	5	2001	13
12216	532	13	2002	13
12217	532	2	2003	13
12218	532	6	2004	12
12219	532	11	2005	9
12220	532	11	2006	9
12221	532	4	2007	6
12222	532	12	2008	8
12223	532	5	2009	1
12224	532	8	2010	6
12225	532	5	2011	8
12226	532	12	2012	14
12227	532	11	2013	7
12228	532	7	2014	1
12229	532	8	2015	9
12230	532	5	2016	7
12231	532	10	2017	7
12232	532	1	2018	4
12233	532	13	2019	2
12234	532	1	2020	7
12235	532	3	2021	0
12236	532	7	2022	5
12237	533	5	2000	8
12238	533	11	2001	11
12239	533	4	2002	9
12240	533	2	2003	6
12241	533	3	2004	13
12242	533	10	2005	12
12243	533	3	2006	6
12244	533	2	2007	1
12245	533	2	2008	12
12246	533	11	2009	4
12247	533	12	2010	8
12248	533	9	2011	11
12249	533	2	2012	0
12250	533	9	2013	6
12251	533	13	2014	14
12252	533	9	2015	9
12253	533	11	2016	5
12254	533	12	2017	10
12255	533	4	2018	11
12256	533	8	2019	8
12257	533	5	2020	5
12258	533	6	2021	3
12259	533	8	2022	15
12260	534	8	2000	14
12261	534	13	2001	14
12262	534	6	2002	12
12263	534	9	2003	6
12264	534	9	2004	9
12265	534	6	2005	1
12266	534	1	2006	15
12267	534	4	2007	8
12268	534	5	2008	15
12269	534	6	2009	4
12270	534	9	2010	5
12271	534	10	2011	5
12272	534	7	2012	1
12273	534	10	2013	13
12274	534	13	2014	2
12275	534	9	2015	2
12276	534	13	2016	1
12277	534	13	2017	3
12278	534	3	2018	0
12279	534	4	2019	7
12280	534	12	2020	2
12281	534	5	2021	3
12282	534	6	2022	7
12283	535	7	2000	11
12284	535	7	2001	12
12285	535	8	2002	10
12286	535	3	2003	10
12287	535	9	2004	5
12288	535	1	2005	9
12289	535	13	2006	3
12290	535	2	2007	1
12291	535	11	2008	8
12292	535	11	2009	4
12293	535	7	2010	4
12294	535	7	2011	3
12295	535	3	2012	5
12296	535	5	2013	14
12297	535	3	2014	12
12298	535	6	2015	12
12299	535	10	2016	3
12300	535	3	2017	1
